,ResultsFK,X,TransactionTime,BlockIDResourceID
344,1,0.0763888888888889,22.0,L0 Gate Lounge 1_Gate_Lounge_08
345,1,0.0798611111111111,16.0,L0 Gate Lounge 1_Gate_Lounge_11
346,1,0.0798611111111111,36.0,L0 Gate Lounge 1_Gate_Lounge_01
347,1,0.0798611111111111,30.0,L0 Gate Lounge 1_Gate_Lounge_04
348,1,0.0798611111111111,10.0,L0 Gate Lounge 1_Gate_Lounge_15
349,1,0.0798611111111111,11.0,L0 Gate Lounge 1_Gate_Lounge_12
350,1,0.0798611111111111,6.0,L0 Gate Lounge 1_Gate_Lounge_13
351,1,0.0798611111111111,11.0,L0 Gate Lounge 1_Gate_Lounge_14
352,1,0.0798611111111111,18.0,L0 Gate Lounge 1_Gate_Lounge_06
353,1,0.0798611111111111,25.0,L0 Gate Lounge 1_Gate_Lounge_03
354,1,0.0798611111111111,19.0,L0 Gate Lounge 1_Gate_Lounge_09
355,1,0.0798611111111111,10.0,L0 Gate Lounge 1_Gate_Lounge_10
356,1,0.0798611111111111,18.0,L0 Gate Lounge 1_Gate_Lounge_05
357,1,0.0798611111111111,25.0,L0 Gate Lounge 1_Gate_Lounge_02
358,1,0.0798611111111111,20.0,L0 Gate Lounge 1_Gate_Lounge_07
359,1,0.0798611111111111,19.0,L0 Gate Lounge 1_Gate_Lounge_08
360,1,0.08333333333333333,17.0,L0 Gate Lounge 1_Gate_Lounge_11
361,1,0.08333333333333333,26.0,L0 Gate Lounge 1_Gate_Lounge_01
362,1,0.08333333333333333,28.0,L0 Gate Lounge 1_Gate_Lounge_04
363,1,0.08333333333333333,15.0,L0 Gate Lounge 1_Gate_Lounge_15
364,1,0.08333333333333333,15.0,L0 Gate Lounge 1_Gate_Lounge_12
365,1,0.08333333333333333,9.0,L0 Gate Lounge 1_Gate_Lounge_13
366,1,0.08333333333333333,13.0,L0 Gate Lounge 1_Gate_Lounge_14
367,1,0.08333333333333333,21.0,L0 Gate Lounge 1_Gate_Lounge_06
368,1,0.08333333333333333,36.0,L0 Gate Lounge 1_Gate_Lounge_03
369,1,0.08333333333333333,12.0,L0 Gate Lounge 1_Gate_Lounge_09
370,1,0.08333333333333333,9.0,L0 Gate Lounge 1_Gate_Lounge_10
371,1,0.08333333333333333,21.0,L0 Gate Lounge 1_Gate_Lounge_05
372,1,0.08333333333333333,26.0,L0 Gate Lounge 1_Gate_Lounge_02
373,1,0.08333333333333333,17.0,L0 Gate Lounge 1_Gate_Lounge_07
374,1,0.08333333333333333,26.0,L0 Gate Lounge 1_Gate_Lounge_08
375,1,0.08680555555555555,7.0,L0 Gate Lounge 1_Gate_Lounge_11
376,1,0.08680555555555555,22.0,L0 Gate Lounge 1_Gate_Lounge_01
377,1,0.08680555555555555,24.0,L0 Gate Lounge 1_Gate_Lounge_04
378,1,0.08680555555555555,6.0,L0 Gate Lounge 1_Gate_Lounge_15
379,1,0.08680555555555555,8.0,L0 Gate Lounge 1_Gate_Lounge_12
380,1,0.08680555555555555,9.0,L0 Gate Lounge 1_Gate_Lounge_13
381,1,0.08680555555555555,9.0,L0 Gate Lounge 1_Gate_Lounge_14
382,1,0.08680555555555555,17.0,L0 Gate Lounge 1_Gate_Lounge_06
383,1,0.08680555555555555,23.0,L0 Gate Lounge 1_Gate_Lounge_03
384,1,0.08680555555555555,14.0,L0 Gate Lounge 1_Gate_Lounge_09
385,1,0.08680555555555555,10.0,L0 Gate Lounge 1_Gate_Lounge_10
386,1,0.08680555555555555,13.0,L0 Gate Lounge 1_Gate_Lounge_05
387,1,0.08680555555555555,19.0,L0 Gate Lounge 1_Gate_Lounge_02
388,1,0.08680555555555555,16.0,L0 Gate Lounge 1_Gate_Lounge_07
389,1,0.08680555555555555,10.0,L0 Gate Lounge 1_Gate_Lounge_08
390,1,0.09027777777777778,1.0,L0 Gate Lounge 1_Gate_Lounge_11
391,1,0.09027777777777778,10.0,L0 Gate Lounge 1_Gate_Lounge_01
392,1,0.09027777777777778,16.0,L0 Gate Lounge 1_Gate_Lounge_04
393,1,0.09027777777777778,2.0,L0 Gate Lounge 1_Gate_Lounge_15
394,1,0.09027777777777778,1.0,L0 Gate Lounge 1_Gate_Lounge_12
395,1,0.09027777777777778,5.0,L0 Gate Lounge 1_Gate_Lounge_13
396,1,0.09027777777777778,2.0,L0 Gate Lounge 1_Gate_Lounge_14
397,1,0.09027777777777778,7.0,L0 Gate Lounge 1_Gate_Lounge_06
398,1,0.09027777777777778,17.0,L0 Gate Lounge 1_Gate_Lounge_03
399,1,0.09027777777777778,9.0,L0 Gate Lounge 1_Gate_Lounge_09
400,1,0.09027777777777778,4.0,L0 Gate Lounge 1_Gate_Lounge_10
401,1,0.09027777777777778,8.0,L0 Gate Lounge 1_Gate_Lounge_05
402,1,0.09027777777777778,17.0,L0 Gate Lounge 1_Gate_Lounge_02
403,1,0.09027777777777778,8.0,L0 Gate Lounge 1_Gate_Lounge_07
404,1,0.09027777777777778,1.0,L0 Gate Lounge 1_Gate_Lounge_08
405,1,0.09375,4.0,L0 Gate Lounge 1_Gate_Lounge_11
406,1,0.09375,6.0,L0 Gate Lounge 1_Gate_Lounge_01
407,1,0.09375,6.0,L0 Gate Lounge 1_Gate_Lounge_04
408,1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_15
409,1,0.09375,2.0,L0 Gate Lounge 1_Gate_Lounge_12
410,1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_13
411,1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_14
412,1,0.09375,2.0,L0 Gate Lounge 1_Gate_Lounge_06
413,1,0.09375,4.0,L0 Gate Lounge 1_Gate_Lounge_03
414,1,0.09375,3.0,L0 Gate Lounge 1_Gate_Lounge_09
415,1,0.09375,2.0,L0 Gate Lounge 1_Gate_Lounge_10
416,1,0.09375,3.0,L0 Gate Lounge 1_Gate_Lounge_05
417,1,0.09375,7.0,L0 Gate Lounge 1_Gate_Lounge_02
418,1,0.09375,5.0,L0 Gate Lounge 1_Gate_Lounge_07
419,1,0.09375,,L0 Gate Lounge 1_Gate_Lounge_08
420,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_11
421,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_01
422,1,0.09722222222222222,2.0,L0 Gate Lounge 1_Gate_Lounge_04
423,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_15
424,1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_12
425,1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_13
426,1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_14
427,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_06
428,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_03
429,1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_09
430,1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_10
431,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_05
432,1,0.09722222222222222,2.0,L0 Gate Lounge 1_Gate_Lounge_02
433,1,0.09722222222222222,1.0,L0 Gate Lounge 1_Gate_Lounge_07
434,1,0.09722222222222222,,L0 Gate Lounge 1_Gate_Lounge_08
435,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_11
436,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_01
437,1,0.10069444444444445,1.0,L0 Gate Lounge 1_Gate_Lounge_04
438,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_15
439,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_12
440,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_13
441,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_14
442,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_06
443,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_03
444,1,0.10069444444444445,1.0,L0 Gate Lounge 1_Gate_Lounge_09
445,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_10
446,1,0.10069444444444445,1.0,L0 Gate Lounge 1_Gate_Lounge_05
447,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_02
448,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_07
449,1,0.10069444444444445,,L0 Gate Lounge 1_Gate_Lounge_08
