,ResultsFK,Time,WaitingTime
133,1,44013.45486111111,0.0002854425329132937
134,1,44013.458333333336,0.0003681008529383689
135,1,44013.461805555555,0.00020970134937670082
136,1,44013.46527777778,0.0014370211138157174
137,1,44013.46875,0.0025880861721816473
138,1,44013.47222222222,0.003556747586117126
139,1,44013.475694444445,0.003679062705487013
140,1,44013.479166666664,0.0036098688433412462
141,1,44013.48263888889,0.004130034525587689
142,1,44013.48611111111,0.004691757429100107
143,1,44013.489583333336,0.005132789010531269
144,1,44013.493055555555,0.0055467749771196395
145,1,44013.49652777778,0.0057068475216510706
146,1,44013.5,0.005427264186437242
147,1,44013.50347222222,0.005249867295788135
148,1,44013.506944444445,0.004871384480793495
149,1,44013.510416666664,0.004597520484821871
150,1,44013.51388888889,0.0033310393773717806
151,1,44013.51736111111,0.0031615849802619778
152,1,44013.520833333336,0.0030897895703674294
153,1,44013.524305555555,0.0025787737904465757
154,1,44013.52777777778,0.002216376487922389
155,1,44013.53125,0.003014531350345351
156,1,44013.53472222222,0.003987175565271173
157,1,44013.538194444445,0.004634109609469306
158,1,44013.541666666664,0.004515457279921975
159,1,44013.54513888889,0.004831463891605381
160,1,44013.54861111111,0.0054577657574554905
161,1,44013.552083333336,0.005601160090009216
162,1,44013.555555555555,0.005700061075913254
163,1,44013.55902777778,0.005659946175001096
164,1,44013.5625,0.005835617805132642
165,1,44013.56597222222,0.005786627902125474
166,1,44013.569444444445,0.005878645220946055
167,1,44013.572916666664,0.005437975822133012
168,1,44013.57638888889,0.004834086736082099
169,1,44013.57986111111,0.003725005364685785
170,1,44013.583333333336,0.004266883755917661
171,1,44013.586805555555,0.00477182783652097
172,1,44013.59027777778,0.005019019736209884
173,1,44013.59375,0.0032987548111123033
174,1,44013.59722222222,0.0006843107476015575
175,1,44013.600694444445,0.0010869234320125543
176,1,44013.604166666664,0.0018884453020291403
177,1,44013.60763888889,0.002410292327112984
178,1,44013.61111111111,0.0033783628095989116
179,1,44013.614583333336,0.004351142721134238
180,1,44013.618055555555,0.00440746499953093
181,1,44013.62152777778,0.0041203947403118946
182,1,44013.625,0.0040013940233620815
183,1,44013.62847222222,0.0037822188387508504
184,1,44013.631944444445,0.003907468584657181
185,1,44013.635416666664,0.0040375183743890375
186,1,44013.63888888889,0.0038907200505491346
187,1,44013.64236111111,0.00483187974896282
188,1,44013.645833333336,0.005036060174461454
189,1,44013.649305555555,0.005391773629526142
190,1,44013.65277777778,0.005363939133530948
191,1,44013.65625,0.0052770140682696365
192,1,44013.65972222222,0.005176757826120593
193,1,44013.663194444445,0.004174193636572454
194,1,44013.666666666664,0.0024070321233011782
195,1,44013.67013888889,0.00302421268861508
196,1,44013.67361111111,0.0035103573682135902
197,1,44013.677083333336,0.004393506518681534
198,1,44013.680555555555,0.0051104266531183384
199,1,44013.68402777778,0.005137459796969779
200,1,44013.6875,0.004607808077707887
201,1,44013.69097222222,0.0043392827865318395
202,1,44013.694444444445,0.003678830078570172
203,1,44013.697916666664,0.004030998446978629
204,1,44013.70138888889,0.0044683475061901845
205,1,44013.70486111111,0.004920249033602886
206,1,44013.708333333336,0.0048443417908856645
207,1,44013.711805555555,0.00505520813021576
208,1,44013.71527777778,0.005277445503452327
209,1,44013.71875,0.005463831919769291
210,1,44013.72222222222,0.005337947535736021
211,1,44013.725694444445,0.005602876088232733
212,1,44013.729166666664,0.005859344586497173
213,1,44013.73263888889,0.005805689099361189
214,1,44013.73611111111,0.005543238061363809
215,1,44013.739583333336,0.005286941486701835
216,1,44013.743055555555,0.005288855405524373
217,1,44013.74652777778,0.005071098465123214
218,1,44013.75,0.004543282921076752
219,1,44013.75347222222,0.004329735886130948
220,1,44013.756944444445,0.004653789161238819
221,1,44013.760416666664,0.004959013109328225
222,1,44013.76388888889,0.005612472145003267
223,1,44013.76736111111,0.005697476692148484
224,1,44013.770833333336,0.00579498682054691
225,1,44013.774305555555,0.005862917205377016
226,1,44013.77777777778,0.005862978119694162
227,1,44013.78125,0.0059045981397503056
228,1,44013.78472222222,0.006046394715667702
229,1,44013.788194444445,0.006482171687821392
230,1,44013.791666666664,0.005813512529130094
231,1,44013.79513888889,0.00572680369077716
232,1,44013.79861111111,0.005515987402759492
233,1,44013.802083333336,0.004900961932435166
234,1,44013.805555555555,0.004831095749977976
235,1,44013.80902777778,0.004816814995137975
236,1,44013.8125,0.005023951460316312
237,1,44013.81597222222,0.004546988282527309
238,1,44013.819444444445,0.004233640203892719
239,1,44013.822916666664,0.004043171618832275
240,1,44013.82638888889,0.004154062451561913
241,1,44013.82986111111,0.002928323818196077
