ResultsFK,Time,TStartWait_TFinish,CustomColumnID_Assignments_T1_AssignmentBegin__CustomColumnID_Assignments_T2_AssignmentEnd_,BlockIDResourceID,_ImmigrationType
1,44013.739583333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.739583333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.739583333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.739583333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.739583333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.739583333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.739583333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.739583333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.743055555555,12.0,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.743055555555,18.0,18.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.743055555555,18.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.743055555555,19.0,19.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.743055555555,19.0,19.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.743055555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.743055555555,12.0,12.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.743055555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.743055555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.743055555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.743055555555,18.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.743055555555,18.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.74652777778,,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.74652777778,13.0,18.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.74652777778,13.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.74652777778,14.0,19.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.74652777778,14.0,19.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.74652777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.74652777778,,12.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.74652777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.74652777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.74652777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.74652777778,13.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.74652777778,13.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.75,,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.75,8.0,18.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.75,8.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.75,8.0,19.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.75,9.0,19.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.75,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.75,,12.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.75,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.75,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.75,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.75,8.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.75,8.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.75347222222,,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.75347222222,2.0,18.0,L0 Immigration Control 1_Normal_06,Normal
1,44013.75347222222,2.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.75347222222,3.0,19.0,L0 Immigration Control 1_Normal_05,Normal
1,44013.75347222222,3.0,19.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.75347222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.75347222222,,12.0,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.75347222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.75347222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.75347222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.75347222222,2.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.75347222222,2.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.756944444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.756944444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.756944444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.760416666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.760416666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.760416666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.76388888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.76388888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.76388888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.76736111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.76736111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.76736111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.770833333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.770833333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.770833333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.774305555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.774305555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.774305555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.77777777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.77777777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.77777777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.78125,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.78125,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.78125,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.78125,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.78125,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.78472222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.78472222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.78472222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.788194444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.788194444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.788194444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.791666666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.791666666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.791666666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.79513888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.79513888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.79513888889,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.79861111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.79861111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.79861111111,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.802083333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.802083333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.802083333336,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.805555555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.805555555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.805555555555,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.80902777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.80902777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.80902777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.8125,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.8125,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.8125,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.8125,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.8125,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.81597222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.81597222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.81597222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.819444444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.819444444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.819444444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.822916666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.822916666664,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.822916666664,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.82638888889,12.0,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.82638888889,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.82638888889,18.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.82638888889,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.82638888889,18.0,18.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.82638888889,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.82638888889,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.82638888889,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.82638888889,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.82638888889,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.82638888889,18.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.82638888889,18.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.82986111111,1.0,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.82986111111,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.82986111111,13.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.82986111111,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.82986111111,13.0,18.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.82986111111,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.82986111111,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.82986111111,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.82986111111,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.82986111111,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.82986111111,13.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.82986111111,13.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.833333333336,,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.833333333336,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.833333333336,8.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.833333333336,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.833333333336,8.0,18.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.833333333336,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.833333333336,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.833333333336,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.833333333336,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.833333333336,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.833333333336,8.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.833333333336,8.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.836805555555,,12.0,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.836805555555,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.836805555555,2.0,18.0,L0 Immigration Control 1_Normal_10,Normal
1,44013.836805555555,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.836805555555,3.0,18.0,L0 Immigration Control 1_Normal_08,Normal
1,44013.836805555555,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.836805555555,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.836805555555,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.836805555555,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.836805555555,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.836805555555,2.0,18.0,L0 Immigration Control 1_Normal_07,Normal
1,44013.836805555555,2.0,18.0,L0 Immigration Control 1_Normal_09,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.84027777778,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.84027777778,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.84027777778,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.84375,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.84375,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.84375,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.84375,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.84375,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.84722222222,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.84722222222,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.84722222222,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.850694444445,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Automatic_1,Automatic
1,44013.850694444445,,,L0 Immigration Control 1_Normal_03,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_01,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_02,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_07,Normal
1,44013.850694444445,,,L0 Immigration Control 1_Normal_09,Normal
1,44013.854166666664,,,L0 Immigration Control 1_Automatic_2,Automatic
1,44013.854166666664,,,L0 Immigration Control 1_Normal_06,Normal
1,44013.854166666664,,,L0 Immigration Control 1_Normal_10,Normal
1,44013.854166666664,,,L0 Immigration Control 1_Normal_05,Normal
1,44013.854166666664,,,L0 Immigration Control 1_Normal_08,Normal
1,44013.854166666664,,,L0 Immigration Control 1_Normal_04,Normal
1,44013.854166666664,,,L0 Immigration Control 1_Automatic_1,Automatic
